project_KEY,update__staff_KEY,project_number,description,long_description,engagement_KEY,engagement_template__engagement_template_id,engagement_template__engagement_template_id_sortable,engagement__description,engagement__client_KEY,engagement__client__client_description,engagement__client__client_id,engagement__client__client_id_sortable,engagement__engagement_template_KEY,engagement__office_KEY,priority_KEY,priority__description,priority__sort,tracking_description_KEY,tracking_description__description,responsible__staff_KEY,responsible__staff__staff_id,responsible__staff__description,assigned__staff_KEY,assigned__staff__staff_id,assigned__staff__staff_id_sortable,assigned__staff__description,department_KEY,department__department_id,target,completion_event,has_tasks,budgeted_based_on_tasks,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,tasks_budgeted_amount,stored_budgeted_amount,calculated_budgeted_amount,percent_complete,percent_complete_is_overridden,received_date,target_start_date,target_complete_date,actual_start_date,actual_complete_date,comments,project_template_KEY,project_template__project_template_id,project_template__project_template_id_sortable,original_due_date,current_due_date,extension_number,is_extended,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,has_time_without_task,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,solution_type_name,completion_event_recorded_date_utc,generate_descriptions_from_project,generate_engagement_from_project,generate_groupings_from_project,generate_assigned_from_project,generate_notes_from_project,generate_tasks_from_project,budget_generation_KEY,generate_budgeted_hours_factor,generate_budgeted_amount_factor,generate_custom_values_from_project,generate_links_from_project,recurring,schedule_item_KEY,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,staff_assignment_method_KEY,staff_qualifications__filter_KEY,is_open,extension_event,gofileroom_workflow_KEY,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
89,129,10089,Taxation,,96,TAX,TAX,Taxation,14,StoryBook Ventures,35909826000,35909826000                              `,5,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,1.5,-0.33,TRUE,138.75,0,0,1,FALSE,,01/02/2023,01/02/2023,10/19/2022,,,57,TAXAMENDTR,TAXAMENDTR,12/31/2022,12/31/2022,0,FALSE,1.83,219.3,1.83,219.3,FALSE,0,0,-0.33,FALSE,Other,10/17/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,779575,,,TRUE,1,,TRUE,,,138.75,-80.55,TRUE
90,40,10090,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,997,Started,80,4764RC,"Cantrell, Rihanna",,,,,2,Tax,,,TRUE,TRUE,1.5,1,FALSE,150,0,0,0.33,FALSE,,01/02/2023,01/02/2023,12/14/2022,,,57,TAXAMENDTR,TAXAMENDTR,12/31/2022,12/31/2022,0,FALSE,0.5,75,0.5,75,FALSE,0,0,1,FALSE,Other,12/14/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,817745,,,TRUE,1,,TRUE,,,150,75,FALSE
91,40,10091,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,997,Started,80,4764RC,"Cantrell, Rihanna",,,,,2,Tax,,,TRUE,TRUE,1.5,1,FALSE,150,0,0,0.33,FALSE,,01/02/2023,01/02/2023,12/14/2022,,,57,TAXAMENDTR,TAXAMENDTR,12/31/2022,12/31/2022,0,FALSE,0.5,75,0.5,75,FALSE,0,0,1,FALSE,Other,12/14/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,817749,,,TRUE,1,,TRUE,,,150,75,FALSE
92,92,10092,Taxation,,96,TAX,TAX,Taxation,14,StoryBook Ventures,35909826000,35909826000                              `,5,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,1.5,1.35,FALSE,0,0,0,0.1,FALSE,,01/02/2023,01/02/2023,12/04/2023,,,57,TAXAMENDTR,TAXAMENDTR,12/31/2022,12/31/2022,0,FALSE,0.15,25.5,0.15,25.5,TRUE,0,0,1.35,FALSE,Other,09/07/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,771156,,,TRUE,1,,TRUE,,,0,-25.5,TRUE
93,61,10093,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,997,Started,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,2.05,FALSE,0,0,0,0.66,FALSE,,01/02/2022,01/02/2023,01/12/2022,,,1596,ACCOUNTING,ACCOUNTING,12/31/2022,01/02/2023,0,FALSE,3.95,597.05,3.95,597.05,FALSE,0,0,2.05,FALSE,Other,02/17/2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,747111,,,TRUE,1,,TRUE,,,0,-597.05,TRUE
94,134,10094,Accounting,,98,ACCOUNTING,ACCOUNTING,Accounting,25,StoryBook Ventures,35062011000,35062011000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,6,-1.55,TRUE,0,0,0,1,FALSE,,01/01/2024,01/01/2024,07/01/2023,,,1571,VPACCOUNTIN,VPACCOUNTIN,12/31/2023,01/01/2024,0,FALSE,7.55,1160.55,7.55,1160.55,TRUE,0,0,-1.55,FALSE,Other,06/08/2023,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,854606,,,TRUE,1,,TRUE,,,0,-1160.55,TRUE
95,92,10095,Accounting,,98,ACCOUNTING,ACCOUNTING,Accounting,25,StoryBook Ventures,35062011000,35062011000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,6,4.78,FALSE,0,0,0,0.2,FALSE,,01/01/2024,01/01/2024,07/26/2023,,,1596,ACCOUNTING,ACCOUNTING,12/31/2023,01/01/2024,0,FALSE,1.22,59.5,1.22,59.5,TRUE,0,0,4.78,FALSE,Other,06/08/2023,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,854617,,,TRUE,1,,TRUE,,,0,-59.5,TRUE
96,124,10096,Accounts Receivable Management,,100,ARMANAGE,ARMANAGE,Accounts Receivable Management,26,WhiteRock Holdings,24744118500,24744118500                              `,11,1,999,Normal,2000,997,Started,,,,,,,,,,,,FALSE,TRUE,0,-2.09,TRUE,0,0,0,1,FALSE,,01/01/2024,01/30/2024,12/07/2023,,,1846,CAASAI,CAASAI,01/31/2024,01/31/2024,0,FALSE,2.09,314.05,2.09,314.05,FALSE,0,0,-2.09,FALSE,Other,11/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,TRUE,918494,,,TRUE,1,,TRUE,,,0,-314.05,TRUE
97,92,10097,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,2,Tax,,,TRUE,TRUE,0,-0.35,TRUE,0,0,0,1,FALSE,,12/01/2023,01/01/2024,02/09/2024,,,1597,PAYROLL,PAYROLL,12/31/2023,01/01/2024,0,FALSE,0.35,59.5,0.35,59.5,TRUE,0,0,-0.35,FALSE,Other,11/17/2023,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1000,1,1,FALSE,FALSE,TRUE,917481,,,TRUE,1,,TRUE,,,0,-59.5,TRUE
98,92,10098,Accounting,,85,ACCOUNTING,ACCOUNTING,Accounting,15,WhiteRock Holdings,34283535000,34283535000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,0,-0.5,TRUE,0,0,0,1,FALSE,,12/31/2024,12/31/2024,02/08/2024,,,1596,ACCOUNTING,ACCOUNTING,12/31/2024,12/31/2024,0,FALSE,0.5,85,0.5,85,TRUE,0,0,-0.5,FALSE,Other,02/02/2024,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,986375,,,FALSE,1,,TRUE,,,0,-85,TRUE
99,61,10099,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,15,12.6,FALSE,3000,3000,0,0.16,FALSE,,03/31/2020,03/31/2020,03/02/2020,12/31/2020,,99,COMPNODISC,COMPNODISC,03/31/2020,03/31/2020,0,FALSE,2.4,524,2.4,524,FALSE,0,0,12.6,FALSE,Other,09/30/2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,480876,,,TRUE,1,,FALSE,,,3000,2476,FALSE
100,61,10100,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,15,5.05,FALSE,3320,3320,0,0.66,FALSE,,03/31/2022,03/31/2022,08/15/2022,02/06/2023,,99,COMPNODISC,COMPNODISC,03/31/2022,03/31/2022,0,FALSE,9.95,2282.75,9.95,2282.75,TRUE,0,0,5.05,FALSE,Other,09/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,705239,,,TRUE,1,,FALSE,,,3320,1037.25,FALSE
101,61,10101,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,0.25,FALSE,226.25,226.25,0,0.83,FALSE,,03/31/2022,03/31/2022,03/23/2022,02/06/2023,,57,TAXAMENDTR,TAXAMENDTR,03/31/2022,03/31/2022,0,FALSE,1.25,330,1.25,330,TRUE,0,0,0.25,FALSE,Other,03/07/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748334,,,TRUE,1,,FALSE,,,226.25,-103.75,TRUE
102,61,10102,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,1.5,1,FALSE,180,180,0,0.33,FALSE,,08/17/2015,08/17/2015,08/01/2015,02/09/2016,,57,TAXAMENDTR,TAXAMENDTR,08/15/2015,08/15/2015,0,FALSE,0.5,87.5,0.5,87.5,FALSE,0,0,1,FALSE,Other,07/29/2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,158266,,,TRUE,1,,FALSE,,,180,92.5,FALSE
103,61,10103,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,9,FALSE,2900,2900,0,0.4,FALSE,,03/31/2019,03/31/2019,02/18/2019,12/12/2019,,99,COMPNODISC,COMPNODISC,03/31/2019,03/31/2019,0,FALSE,6,1127.25,6,1127.25,TRUE,0,0,9,FALSE,Other,09/30/2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,403453,,,TRUE,1,,FALSE,,,2900,1772.75,FALSE
104,61,10104,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,9.15,2.47,FALSE,1110,1110,0,0.73,FALSE,,04/15/2021,04/15/2021,03/01/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,6.68,1159.5,6.68,1159.5,FALSE,0,0,2.47,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,606417,,,FALSE,1,,FALSE,,,1110,-49.5,TRUE
105,61,10105,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,8.75,3.8,FALSE,1637.75,1637.75,0,0.57,FALSE,,04/15/2021,04/15/2021,02/16/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,4.95,1075,4.95,1075,FALSE,0,0,3.8,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,601882,,,FALSE,1,,FALSE,,,1637.75,562.75,FALSE
106,61,10106,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,7.78,1.88,FALSE,1168.65,1168.65,0,0.76,FALSE,,04/15/2022,04/15/2022,02/02/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,5.9,943.85,5.9,943.85,FALSE,0,0,1.88,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724084,,,FALSE,1,,FALSE,,,1168.65,224.8,FALSE
107,61,10107,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6.68,4.38,FALSE,1159.5,1159.5,0,0.34,FALSE,,04/15/2022,04/15/2022,03/16/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,2.3,467,2.3,467,FALSE,0,0,4.38,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,727248,,,FALSE,1,,FALSE,,,1159.5,692.5,FALSE
108,61,10108,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,12.08,1.8,FALSE,1812,1812,0,0.85,FALSE,,04/15/2022,04/15/2022,01/12/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,10.28,1619,10.28,1619,FALSE,0,0,1.8,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,727668,,,FALSE,1,,FALSE,,,1812,193,FALSE
109,61,10109,Taxation,,34,TAX,TAX,Taxation,21,WhiteRock Holdings,38684554500,38684554500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,-0.8,TRUE,300,300,0,1,FALSE,,03/31/2022,03/31/2022,03/22/2022,02/06/2023,,57,TAXAMENDTR,TAXAMENDTR,03/31/2022,03/31/2022,0,FALSE,2.3,522.25,2.3,522.25,FALSE,0,0,-0.8,FALSE,Other,03/07/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748310,,,TRUE,1,,FALSE,,,300,-222.25,TRUE
110,61,10110,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,-0.75,TRUE,257.5,257.5,0,1,FALSE,,03/31/2022,03/31/2022,03/18/2022,02/06/2023,,57,TAXAMENDTR,TAXAMENDTR,03/31/2022,03/31/2022,0,FALSE,2.25,505,2.25,505,FALSE,0,0,-0.75,FALSE,Other,03/07/2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748338,,,TRUE,1,,FALSE,,,257.5,-247.5,TRUE
111,61,10111,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,15,-11.25,TRUE,3020,3020,0,1,FALSE,,03/31/2021,03/31/2021,02/26/2021,01/14/2022,,99,COMPNODISC,COMPNODISC,03/31/2021,03/31/2021,0,FALSE,26.25,3521,26.25,3521,TRUE,0,0,-11.25,FALSE,Other,09/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,589697,,,TRUE,1,,FALSE,,,3020,-501,TRUE
112,61,10112,Data Analysis,,79,DATA,DATA,Data Analysis,14,Treehouse Ventures,35909826000,35909826000                              `,3,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,12,-15.75,TRUE,2050.5,2050.5,0,1,FALSE,,09/21/2017,09/21/2017,09/21/2017,02/08/2018,,246,BV,BV,09/21/2017,09/21/2017,0,FALSE,27.75,5256.25,27.75,5256.25,FALSE,0,0,-15.75,FALSE,Other,09/21/2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,323291,,,TRUE,1,,FALSE,,,2050.5,-3205.75,TRUE
113,61,10113,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,-5.25,TRUE,2515,2515,0,1,FALSE,,03/31/2015,03/31/2015,02/16/2015,06/02/2015,,99,COMPNODISC,COMPNODISC,03/31/2015,03/31/2015,0,FALSE,20.25,2681.25,20.25,2681.25,TRUE,0,0,-5.25,FALSE,Other,11/30/2014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,97888,,,TRUE,1,,FALSE,,,2515,-166.25,TRUE
114,61,10114,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,-4.25,TRUE,2680,2680,0,1,FALSE,,03/31/2016,03/31/2016,01/29/2016,01/12/2017,,99,COMPNODISC,COMPNODISC,03/31/2016,03/31/2016,0,FALSE,19.25,3073.35,19.25,3073.35,TRUE,0,0,-4.25,FALSE,Other,11/30/2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,179312,,,TRUE,1,,FALSE,,,2680,-393.35,TRUE
115,61,10115,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.05,-0.19,TRUE,1105,1105,0,1,FALSE,,04/15/2021,04/15/2021,02/24/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,5.24,786,5.24,786,FALSE,0,0,-0.19,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,602562,,,FALSE,1,,FALSE,,,1105,319,FALSE
116,61,10116,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.1,-2.68,TRUE,1275,1275,0,1,FALSE,,04/15/2021,04/15/2021,03/09/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,7.78,1168.65,7.78,1168.65,FALSE,0,0,-2.68,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,602566,,,FALSE,1,,FALSE,,,1275,106.35,FALSE
117,61,10117,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,5,Admin,,,TRUE,TRUE,7.25,-0.11,TRUE,1157.5,1157.5,0,1,FALSE,,04/15/2021,04/15/2021,02/23/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,7.36,921,7.36,921,FALSE,0,0,-0.11,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,603138,,,FALSE,1,,FALSE,,,1157.5,236.5,FALSE
118,61,10118,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,4.95,-16.5,TRUE,1075,1075,0,1,FALSE,,04/15/2022,04/15/2022,03/17/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,21.45,3519,21.45,3519,FALSE,0,0,-16.5,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,723452,,,FALSE,1,,FALSE,,,1075,-2444,TRUE
119,61,10119,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.24,-0.31,TRUE,786,786,0,1,FALSE,,04/15/2022,04/15/2022,04/05/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,5.55,817.1,5.55,817.1,FALSE,0,0,-0.31,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724080,,,FALSE,1,,FALSE,,,786,-31.1,TRUE
120,61,10120,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,5,Admin,,,TRUE,TRUE,7.36,-8.29,TRUE,921,921,0,1,FALSE,,04/15/2022,04/15/2022,03/29/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,15.65,2138,15.65,2138,FALSE,0,0,-8.29,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724592,,,FALSE,1,,FALSE,,,921,-1217,TRUE
121,61,10121,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,4,-8.08,TRUE,1000,1000,0,1,FALSE,,04/15/2021,04/15/2021,02/24/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,12.08,1812,12.08,1812,FALSE,0,0,-8.08,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,606897,,,FALSE,1,,FALSE,,,1000,-812,TRUE
122,61,10122,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,2.8,-0.55,TRUE,460,460,0,1,FALSE,,04/15/2021,04/15/2021,01/27/2021,01/13/2022,,56,1040,1040                      g,04/15/2021,04/15/2021,0,FALSE,3.35,567.5,3.35,567.5,TRUE,0,0,-0.55,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,607281,,,FALSE,1,,FALSE,,,460,-107.5,TRUE
123,61,10123,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.25,-9.6,TRUE,330,330,0,1,FALSE,,04/15/2022,04/15/2022,01/19/2022,02/06/2023,,56,1040,1040                      g,04/15/2022,04/15/2022,0,FALSE,10.85,2155,10.85,2155,FALSE,0,0,-9.6,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,727988,,,FALSE,1,,FALSE,,,330,-1825,TRUE
124,61,10124,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,0,-1.25,TRUE,0,0,0,1,FALSE,,05/30/2014,06/30/2014,04/18/2014,02/07/2015,,471,FINCEN114,FINCEN114,06/30/2014,06/30/2014,0,FALSE,1.25,118.75,1.25,118.75,TRUE,0,0,-1.25,FALSE,Other,05/09/2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,62449,,,TRUE,1,,FALSE,,,0,-118.75,TRUE
125,61,10125,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,0,-0.25,TRUE,0,0,0,1,FALSE,,12/31/2015,12/31/2015,02/18/2015,12/31/2015,,397,PAYROMTHLY,PAYROMTHLY,12/31/2015,12/31/2015,0,FALSE,0.25,28.75,0.25,28.75,TRUE,0,0,-0.25,FALSE,Other,12/31/2014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,FALSE,116063,,,FALSE,1,,FALSE,,,0,-28.75,TRUE
126,61,10126,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,0,-0.75,TRUE,0,0,0,1,FALSE,,01/02/2017,01/02/2017,02/12/2016,02/11/2017,,397,PAYROMTHLY,PAYROMTHLY,12/31/2016,01/02/2017,0,FALSE,0.75,90,0.75,90,TRUE,0,0,-0.75,FALSE,Other,01/02/2016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,FALSE,206920,,,FALSE,1,,FALSE,,,0,-90,TRUE
127,61,10127,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,0,-0.5,TRUE,0,0,0,1,FALSE,,01/01/2018,01/01/2018,07/10/2017,01/31/2018,,397,PAYROMTHLY,PAYROMTHLY,12/31/2017,01/01/2018,0,FALSE,0.5,67.5,0.5,67.5,TRUE,0,0,-0.5,FALSE,Other,01/02/2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,FALSE,276813,,,FALSE,1,,FALSE,,,0,-67.5,TRUE
