sheet_entry_KEY,update__staff_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,sheet_date,approved__staff_KEY,approved__staff_id,approved__staff_id_sortable,approved__description,approved_date,posted__staff_KEY,posted__staff_id,posted__staff_id_sortable,posted__description,posted_date,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office_KEY,historical_client_partner__staff_KEY,client__manager__staff_KEY,client__associate__staff_KEY,engagement_KEY,engagement__description,engagement__client_KEY,engagement__engagement_template_KEY,engagement__engagement_template__engagement_template_id,engagement__engagement_template__engagement_template_id_sortable,engagement__engagement_type_KEY,engagement__office_KEY,engagement__biller__staff_KEY,engagement__reviewer__staff_KEY,engagement__manager__staff_KEY,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_category_KEY,activity__activity_class_KEY,activity__activity_status_KEY,activity__billing_rate_type_KEY,activity__rate_type_KEY,activity__activity_method_KEY,activity__activity_surcharge_method_KEY,entry_date,staff_billing_rate_KEY,staff_billing_rate__staff_rate_table_KEY,staff_billing_rate__billing_rate_type_KEY,units,unit_cost,unit_price,amount,comment,biller_note,complete,sheet_entry_type_KEY,sheet_entry_type__description,billed,open_date,live_open_amount,live_open_units,posted_open_amount,posted_open_units,timer_KEY,timer_start_utc,billing_rate_type__description,project__schedule_item_KEY,project_KEY,project_template__project_template_id,project_template__project_template_id_sortable,project__description,task__schedule_item_KEY,task_KEY,task__task_order_description,education_course__schedule_item_KEY,calculated_amount,amount_is_overridden,sheet_entry_has_links,sheet_entry_has_custom_values,integration_application_KEY,integration_application__description,table_information_KEY,constant_1,constant_2,constant_3,constant_4,constant_5,constant_6,constant_7,constant_8,constant_9,constant_10
1350,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,11/29/2018,3760,8776,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1351,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/29/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,11/29/2018,9195,8175,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1352,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/20/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/20/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/20/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,52,RECONCILE,RECONCILE,Reconciliation,5,1,1,1,1,1,1,04/20/2020,8501,4255,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1353,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/08/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/08/2018,6363,9123,1,1,54,140,140,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,361981,143,Q4PRW2S,Q4PRW2S,Payroll,,,,,140,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1354,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/05/2018,3368,5448,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1355,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,09/07/2018,7134,3784,1,1.25,54,140,175,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,175,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1356,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/05/2018,4441,3946,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1357,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/09/2018,8304,4095,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1358,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/19/2018,6183,3267,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1359,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/11/2018,7229,7196,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1360,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/10/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/10/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/10/2019,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/10/2019,9782,8905,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,436042,29,Q4PRW2S,Q4PRW2S,Payroll,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1361,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/10/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/10/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/10/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,04/10/2020,6442,3661,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1362,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/13/2020,6541,5012,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1363,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/21/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/21/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/21/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/21/2020,9345,5037,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1364,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/28/2020,8228,9666,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1365,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/11/2020,4678,5274,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544535,35,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1366,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/12/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/12/2020,2678,4577,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544859,166,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1367,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/13/2020,8716,5477,1,1.25,54,140,175,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544859,166,ACCOUNTING,ACCOUNTING,Accounting,,,,,175,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1368,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/10/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/10/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/10/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/10/2020,4553,2320,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544859,166,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1369,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/11/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/11/2020,5911,2709,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544859,166,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1370,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/07/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,09/07/2018,7931,3040,1,1.5,54,140,210,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,210,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1371,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/02/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/02/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/02/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/02/2018,6556,3636,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1372,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/31/2018,9930,5551,1,1,54,140,140,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,140,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1373,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/02/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/02/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/02/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,08/02/2018,5052,2048,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370827,33,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1374,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/31/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/31/2018,2259,7017,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1375,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/09/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/09/2018,2691,9604,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1376,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/19/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/19/2018,8016,4395,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1377,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/28/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/28/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/28/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/28/2018,6838,8777,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1378,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/03/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/03/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/03/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/03/2018,9924,2025,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,370443,32,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1379,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/16/2014,9919,3204,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,67480,8,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1380,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/02/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/02/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/02/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/02/2020,6501,9878,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,22063,139,Q4PRW2S,Q4PRW2S,Payroll,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1381,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/16/2014,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/16/2014,8455,6010,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,61581,170,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1382,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/10/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/10/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/10/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/10/2017,2642,2840,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1383,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/10/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/10/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/10/2017,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/10/2017,3159,7938,1,0.5,54,135,67.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276813,127,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,67.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1384,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,09/06/2017,8220,9856,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
