project_KEY,update__staff_KEY,project_number,description,long_description,engagement_KEY,engagement_template__engagement_template_id,engagement_template__engagement_template_id_sortable,engagement__description,engagement__client_KEY,engagement__client__client_description,engagement__client__client_id,engagement__client__client_id_sortable,engagement__engagement_template_KEY,engagement__office_KEY,priority_KEY,priority__description,priority__sort,tracking_description_KEY,tracking_description__description,responsible__staff_KEY,responsible__staff__staff_id,responsible__staff__description,assigned__staff_KEY,assigned__staff__staff_id,assigned__staff__staff_id_sortable,assigned__staff__description,department_KEY,department__department_id,target,completion_event,has_tasks,budgeted_based_on_tasks,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,tasks_budgeted_amount,stored_budgeted_amount,calculated_budgeted_amount,percent_complete,percent_complete_is_overridden,received_date,target_start_date,target_complete_date,actual_start_date,actual_complete_date,comments,project_template_KEY,project_template__project_template_id,project_template__project_template_id_sortable,original_due_date,current_due_date,extension_number,is_extended,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,has_time_without_task,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,solution_type_name,completion_event_recorded_date_utc,generate_descriptions_from_project,generate_engagement_from_project,generate_groupings_from_project,generate_assigned_from_project,generate_notes_from_project,generate_tasks_from_project,budget_generation_KEY,generate_budgeted_hours_factor,generate_budgeted_amount_factor,generate_custom_values_from_project,generate_links_from_project,recurring,schedule_item_KEY,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,staff_assignment_method_KEY,staff_qualifications__filter_KEY,is_open,extension_event,gofileroom_workflow_KEY,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
39,107,10039,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,4,Forensic Accounting,,Complete,TRUE,TRUE,6,-1.2,TRUE,1190,1190,0,1,FALSE,,43905,43905,43881,43893,,106,1120S,1120S,43905,43905,0,FALSE,7.2,1205,7.2,1205,FALSE,0,0,-1.2,FALSE,2019 UltraTax CS,43801.71222,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,535702,,,TRUE,1,,FALSE,Extended,,1190,-15,TRUE
40,61,10040,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,6,0.04,FALSE,1000,1000,0,0.99,FALSE,,42444,42444,42427,42531,,106,1120S,1120S,42444,42444,0,FALSE,5.96,1079.2,5.96,1079.2,FALSE,0,0,0.04,FALSE,Other,42270.87353,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,162708,,,TRUE,1,,FALSE,,,1000,-79.2,TRUE
41,61,10041,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-1.71,TRUE,1160,1160,0,1,FALSE,,42444,42444,42425,42531,,106,1120S,1120S,42444,42444,0,FALSE,7.71,1241,7.71,1241,FALSE,0,0,-1.71,FALSE,Other,42338.45376,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,178379,,,TRUE,1,,FALSE,,,1160,-81,TRUE
42,61,10042,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,3.7,FALSE,1235,1235,0,0.38,FALSE,,43174,43174,43142,43465,,106,1120S,1120S,43174,43174,0,FALSE,2.3,460,2.3,460,FALSE,0,0,3.7,FALSE,Other,43069.50773,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,360593,,,TRUE,1,,FALSE,,,1235,775,FALSE
43,61,10043,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,3.3,FALSE,910,910,0,0.45,FALSE,,43174,43174,43142,43465,,106,1120S,1120S,43174,43174,0,FALSE,2.7,540,2.7,540,FALSE,0,0,3.3,FALSE,Other,43069.51039,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,360913,,,TRUE,1,,FALSE,,,910,370,FALSE
44,61,10044,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,6,-5.9,TRUE,1085,1085,0,1,FALSE,,43174,43174,43124,43465,,106,1120S,1120S,43174,43174,0,FALSE,11.9,1992.5,11.9,1992.5,FALSE,0,0,-5.9,FALSE,Other,43069.5364,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,364109,,,TRUE,1,,FALSE,,,1085,-907.5,TRUE
45,136,10045,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.5,TRUE,1700,1650,0,1,FALSE,,45000,45000,44956,,,106,1120S,1120S,45000,45000,0,FALSE,12.5,1881.05,12.5,1881.05,FALSE,0,0,-6.5,FALSE,Other,44895.59485,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,799914,,,TRUE,1,,TRUE,,,1700,-181.05,TRUE
46,136,10046,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.77,TRUE,1075,1025,0,1,FALSE,,45000,45000,44956,,,106,1120S,1120S,45000,45000,0,FALSE,12.77,1803.5,12.77,1803.5,FALSE,0,0,-6.77,FALSE,Other,44895.59649,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,800154,,,TRUE,1,,TRUE,,,1075,-728.5,TRUE
47,41,10047,Taxation,,12,TAX,TAX,Taxation,12,WhiteRock Holdings,25103704500,25103704500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-12.56,TRUE,1170,1170,0,1,FALSE,,45000,45000,44952,,,106,1120S,1120S,45000,45000,0,FALSE,18.56,2480.1,18.56,2480.1,FALSE,0,0,-12.56,FALSE,Other,44895.61068,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,802242,,,TRUE,1,,TRUE,,,1170,-1310.1,TRUE
48,87,10048,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-18.34,TRUE,2100,1850,0,1,FALSE,,45366,45366,45329,,,106,1120S,1120S,45366,45366,0,FALSE,24.34,3638.9,24.34,3638.9,TRUE,0,0,-18.34,FALSE,Other,45260.66329,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,940146,,,TRUE,1,,TRUE,,,2100,-1538.9,TRUE
49,87,10049,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-8.65,TRUE,1125,1075,0,1,FALSE,,45366,45366,45322,,,106,1120S,1120S,45366,45366,0,FALSE,14.65,2360.3,14.65,2360.3,FALSE,0,0,-8.65,FALSE,Other,45260.66525,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,940370,,,TRUE,1,,TRUE,,,1125,-1235.3,TRUE
50,152,10050,Taxation,,12,TAX,TAX,Taxation,12,WhiteRock Holdings,25103704500,25103704500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.49,TRUE,1391.25,1391.25,0,1,FALSE,,45366,45366,45338,,,106,1120S,1120S,45366,45366,0,FALSE,12.49,1719.85,12.49,1719.85,FALSE,0,0,-6.49,FALSE,Other,45260.70601,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,945010,,,TRUE,1,,TRUE,,,1391.25,-328.6,TRUE
51,143,10051,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,997,Started,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6,-1.85,TRUE,1525,1525,0,1,FALSE,,45000,45000,44965,,,106,1120S,1120S,45000,45000,0,FALSE,7.85,1461,7.85,1461,FALSE,0,0,-1.85,FALSE,Other,44895.60059,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,800754,,,TRUE,1,,TRUE,,,1525,64,FALSE
52,149,10052,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,997,Started,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6,2.85,FALSE,1800,1700,0,0.53,FALSE,,45366,45366,45344,,,106,1120S,1120S,45366,45366,0,FALSE,3.15,393.75,3.15,393.75,TRUE,0,0,2.85,FALSE,Other,45260.67815,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,941458,,,TRUE,1,,TRUE,,,1800,1406.25,FALSE
53,41,10053,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.58,TRUE,1095,1095,0,1,FALSE,,45000,45000,44945,,,106,1120S,1120S,45000,45000,0,FALSE,12.58,1964.15,12.58,1964.15,FALSE,0,0,-6.58,FALSE,Other,44895.61064,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,802234,,,TRUE,1,,TRUE,,,1095,-869.15,TRUE
54,41,10054,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-5.44,TRUE,745,745,0,1,FALSE,,45000,45000,44945,,,106,1120S,1120S,45000,45000,0,FALSE,11.44,1728.45,11.44,1728.45,FALSE,0,0,-5.44,FALSE,Other,44895.61066,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,802238,,,TRUE,1,,TRUE,,,745,-983.45,TRUE
55,87,10055,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,3.94,FALSE,1166.25,1166.25,0,0.34,FALSE,,45366,45366,45310,,,106,1120S,1120S,45366,45366,0,FALSE,2.06,339.9,2.06,339.9,FALSE,0,0,3.94,FALSE,Other,45260.70595,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,945002,,,TRUE,1,,TRUE,,,1166.25,826.35,FALSE
56,87,10056,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,0.39,FALSE,766.25,766.25,0,0.94,FALSE,,45366,45366,45315,,,106,1120S,1120S,45366,45366,0,FALSE,5.61,781.65,5.61,781.65,FALSE,0,0,0.39,FALSE,Other,45260.70597,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,945006,,,TRUE,1,,TRUE,,,766.25,-15.4,TRUE
57,10,10057,Accounting,,65,ACCOUNTING,ACCOUNTING,Accounting,11,Plymouth LLC,24744118500,24744118500                              `,2,2,999,Normal,2000,998,Cancelled,70,3321MC,"Cook, Milo",,,,,4,Forensic Accounting,,,TRUE,TRUE,6,5.1,FALSE,625,625,0,0.15,FALSE,,44196,44196,44236,,,81,ACCOUNTING,ACCOUNTING,44196,44196,0,FALSE,0.9,103.5,0.9,103.5,FALSE,0,0,5.1,FALSE,Other,43841.38209,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,545574,,,TRUE,1,,FALSE,,,625,521.5,FALSE
58,136,10058,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,15,2.12,FALSE,3820,3820,0,0.86,FALSE,,45016,45016,44967,,,99,COMPNODISC,COMPNODISC,45016,45016,0,FALSE,12.88,2317,12.88,2317,TRUE,0,0,2.12,FALSE,Other,44834.33389,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,772355,,,TRUE,1,,TRUE,,,3820,1503,FALSE
59,69,10059,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,15,14.5,FALSE,4620,4120,0,0.03,FALSE,,45382,45382,45331,,,99,COMPNODISC,COMPNODISC,45382,45382,0,FALSE,0.5,120,0.5,120,FALSE,0,0,14.5,FALSE,Other,45202.62337,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,888003,,,TRUE,1,,TRUE,,,4620,4500,FALSE
60,132,10060,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,2,Tax,,,TRUE,TRUE,36.37,-14.9,TRUE,5395.5,5395.5,0,1,FALSE,,45261,45292,45007,,,1572,VPPAYROLL,VPPAYROLL,45291,45292,0,FALSE,51.27,6418.35,51.27,6418.35,TRUE,0,0,-14.9,FALSE,Other,44958.54067,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,835192,,,FALSE,1,,TRUE,,,5395.5,-1022.85,TRUE
61,93,10061,Payroll,,89,PAYROLL,PAYROLL,Payroll,25,StoryBook Ventures,35062011000,35062011000                              `,1,1,999,Normal,2000,998,Cancelled,87,2505CC,"Campos, Ciara",,,,,2,Tax,,,TRUE,TRUE,4.92,4.32,FALSE,722,722,0,0.12,FALSE,,45261,45292,45007,,,1572,VPPAYROLL,VPPAYROLL,45291,45292,0,FALSE,0.6,88,0.6,88,TRUE,0,0,4.32,FALSE,Other,44958.54079,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,835197,,,FALSE,1,,FALSE,,,722,634,FALSE
62,117,10062,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,2,Tax,,,TRUE,TRUE,17.88,10.81,FALSE,2565.9,2565.9,0,0.4,FALSE,,45628,45656,45334,,,1572,VPPAYROLL,VPPAYROLL,45657,45657,0,FALSE,7.07,1207.3,7.07,1207.3,TRUE,0,0,10.81,FALSE,Other,45324.70479,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,1007703,,,FALSE,1,,TRUE,,,2565.9,1358.6,FALSE
63,124,10063,Accounting,,101,ACCOUNTING,ACCOUNTING,Accounting,26,Treehouse Ventures,24744118500,24744118500                              `,2,1,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,,,,,TRUE,TRUE,26.18,-14.82,TRUE,3550.8,3550.8,0,1,FALSE,,45292,45292,45022,,,1571,VPACCOUNTIN,VPACCOUNTIN,45291,45292,0,FALSE,41,5774.4,41,5774.4,FALSE,0,0,-14.82,FALSE,Other,44958.3962,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,824823,,,FALSE,1,,TRUE,,,3550.8,-2223.6,TRUE
64,126,10064,Accounting,,101,ACCOUNTING,ACCOUNTING,Accounting,26,Treehouse Ventures,24744118500,24744118500                              `,2,1,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,,,,,TRUE,TRUE,39.18,34.66,FALSE,5577.65,5577.65,0,0.12,FALSE,,45657,45657,45327,,,1571,VPACCOUNTIN,VPACCOUNTIN,45657,45657,0,FALSE,4.52,678,4.52,678,FALSE,0,0,34.66,FALSE,Other,45324.00291,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,986597,,,FALSE,1,,TRUE,,,5577.65,4899.65,FALSE
65,113,10065,Accounting,,85,ACCOUNTING,ACCOUNTING,Accounting,15,WhiteRock Holdings,34283535000,34283535000                              `,2,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,1.8,-2.47,TRUE,192,192,0,1,FALSE,,44928,44928,44936,,,1596,ACCOUNTING,ACCOUNTING,44926,44928,0,FALSE,4.27,662.8,4.27,662.8,TRUE,0,0,-2.47,FALSE,Other,44647.13965,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,753485,,,FALSE,1,,TRUE,,,192,-470.8,TRUE
66,106,10066,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,15.17,11.13,FALSE,2741.5,2741.5,0,0.27,FALSE,,44928,44928,44692,,,1596,ACCOUNTING,ACCOUNTING,44926,44928,0,FALSE,4.04,602.15,4.04,602.15,TRUE,0,0,11.13,FALSE,Other,44647.13965,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,753498,,,FALSE,1,,TRUE,,,2741.5,2139.35,FALSE
67,113,10067,Accounting,,94,ACCOUNTING,ACCOUNTING,Accounting,23,WhiteRock Holdings,21747927000,21747927000                              `,2,3,999,Normal,2000,997,Started,80,4764RC,"Cantrell, Rihanna",,,,,,,,,TRUE,TRUE,2.45,-2.43,TRUE,346,346,0,1,FALSE,,44928,44928,44947,,,1596,ACCOUNTING,ACCOUNTING,44926,44928,0,FALSE,4.88,673.75,4.88,673.75,TRUE,0,0,-2.43,FALSE,Other,44647.13965,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,756241,,,FALSE,1,,TRUE,,,346,-327.75,TRUE
68,92,10068,Accounting,,85,ACCOUNTING,ACCOUNTING,Accounting,15,WhiteRock Holdings,34283535000,34283535000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,0.25,-1.45,TRUE,31.25,31.25,0,1,FALSE,,45292,45292,45133,,,1596,ACCOUNTING,ACCOUNTING,45291,45292,0,FALSE,1.7,289,1.7,289,TRUE,0,0,-1.45,FALSE,Other,44958.39248,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,824570,,,FALSE,1,,TRUE,,,31.25,-257.75,TRUE
69,92,10069,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,4.03,-12.15,TRUE,927,927,0,1,FALSE,,45292,45292,45042,,,1571,VPACCOUNTIN,VPACCOUNTIN,45291,45292,0,FALSE,16.18,3297.2,16.18,3297.2,TRUE,0,0,-12.15,FALSE,Other,44958.39263,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,824583,,,FALSE,1,,TRUE,,,927,-2370.2,TRUE
70,92,10070,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,997,Started,94,4081OL,"Lowe, Otis",,,,,,,,,TRUE,TRUE,2.63,-5.23,TRUE,250.75,250.75,0,1,FALSE,,45292,45292,45145,,,1596,ACCOUNTING,ACCOUNTING,45291,45292,0,FALSE,7.86,1060.55,7.86,1060.55,TRUE,0,0,-5.23,FALSE,Other,44958.52396,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,834064,,,FALSE,1,,TRUE,,,250.75,-809.8,TRUE
71,92,10071,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,3.98,2.53,FALSE,1232.45,1232.45,0,0.36,FALSE,,45657,45657,45330,,,1571,VPACCOUNTIN,VPACCOUNTIN,45657,45657,0,FALSE,1.45,249.5,1.45,249.5,TRUE,0,0,2.53,FALSE,Other,45324.00219,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,986388,,,FALSE,1,,TRUE,,,1232.45,982.95,FALSE
72,133,10072,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,997,Started,94,4081OL,"Lowe, Otis",,,,,,,,,TRUE,TRUE,3.26,1.78,FALSE,279.8,279.8,0,0.45,FALSE,,45657,45657,45330,,,1596,ACCOUNTING,ACCOUNTING,45657,45657,0,FALSE,1.48,254.95,1.48,254.95,TRUE,0,0,1.78,FALSE,Other,45324.7038,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,1007352,,,FALSE,1,,TRUE,,,279.8,24.85,FALSE
73,92,10073,Accounting,,98,ACCOUNTING,ACCOUNTING,Accounting,25,StoryBook Ventures,35062011000,35062011000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,0.27,0.02,FALSE,120,120,0,0.93,FALSE,,45657,45657,45363,,,1571,VPACCOUNTIN,VPACCOUNTIN,45657,45657,0,FALSE,0.25,43.75,0.25,43.75,TRUE,0,0,0.02,FALSE,Other,45324.70752,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,1008555,,,FALSE,1,,TRUE,,,120,76.25,FALSE
74,71,10074,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,9.6,9.1,FALSE,1745,1745,0,0.05,FALSE,,45397,45397,45359,,,56,1040,1040                      g,45397,45397,0,FALSE,0.5,180,0.5,180,FALSE,0,0,9.1,FALSE,Other,45260.65031,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,938646,,,FALSE,1,,TRUE,,,1745,1565,FALSE
75,87,10075,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,7.58,6.51,FALSE,1098.75,1098.75,0,0.14,FALSE,,45397,45397,45344,,,56,1040,1040                      g,45397,45397,0,FALSE,1.07,162.15,1.07,162.15,FALSE,0,0,6.51,FALSE,Other,45260.65522,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,939214,,,FALSE,1,,TRUE,,,1098.75,936.6,FALSE
76,87,10076,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,7.05,3.35,FALSE,732.85,732.85,0,0.52,FALSE,,45397,45397,45343,,,56,1040,1040                      g,45397,45397,0,FALSE,3.7,557.1,3.7,557.1,FALSE,0,0,3.35,FALSE,Other,45260.65525,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,939218,,,FALSE,1,,TRUE,,,732.85,175.75,FALSE
77,143,10077,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,997,Started,94,4081OL,"Lowe, Otis",,,,,3,Payroll,,,TRUE,TRUE,15.53,12.53,FALSE,2578,2578,0,0.19,FALSE,,45397,45397,45278,,,56,1040,1040                      g,45397,45397,0,FALSE,3,425,3,425,FALSE,0,0,12.53,FALSE,Other,45260.65925,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,939682,,,FALSE,1,,TRUE,,,2578,2153,FALSE
78,116,10078,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,997,Started,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6.67,4.07,FALSE,1004.5,1004.5,0,0.39,FALSE,,45397,45397,45348,,,56,1040,1040                      g,45397,45397,0,FALSE,2.6,486,2.6,486,FALSE,0,0,4.07,FALSE,Other,45260.67936,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,941530,,,FALSE,1,,TRUE,,,1004.5,518.5,FALSE
79,87,10079,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,14.08,12.95,FALSE,1578.75,1578.75,0,0.08,FALSE,,45397,45397,45329,,,56,1040,1040                      g,45397,45397,0,FALSE,1.13,171.9,1.13,171.9,FALSE,0,0,12.95,FALSE,Other,45260.68352,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,941874,,,FALSE,1,,TRUE,,,1578.75,1406.85,FALSE
80,71,10080,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,3.32,1.21,FALSE,618.75,618.75,0,0.64,FALSE,,45397,45397,45362,,,56,1040,1040                      g,45397,45397,0,FALSE,2.11,649.6,2.11,649.6,FALSE,0,0,1.21,FALSE,Other,45260.68508,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,942090,,,FALSE,1,,TRUE,,,618.75,-30.85,TRUE
