contact_KEY,update__staff_KEY,update_date_utc,name,company,title,salutation,url,phone_position,address_position,email_position,primary__contact_phone_type_KEY,primary__contact_address_type_KEY,mailing__contact_address_type_KEY,contact_type_KEY,contact_type__description,file_as,contact_guid,primary__contact_email_type_KEY,contact_id,contact_id_sortable,description,contact_status_KEY,client_KEY,staff_KEY,office_KEY,staff__office_KEY,client__office_KEY,portal_user_KEY,primary__contact_address__city,primary__contact_address__state_abbreviation,primary__contact_address__postal_code,mailing__contact_address__city,mailing__contact_address__state_abbreviation,mailing__contact_address__postal_code,is_primary_contact,is_preferred_contact,is_billing_contact,is_additional_contact,preferred_locale,time_zone_KEY,digita_entityid,digita_metadata
172,61,45042.68407,"Hahn, Theresa",Industry Advisors,Staff,,,,,,1,1,1,2,Staff,"Hahn, Theresa",61126410751,1,87815227252,87815227252                              `,"Hahn, Theresa",1,,121,,1,,,Riverwood,ID,84070,Riverwood,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
173,61,45021.86611,"Small, Alfie",Industry Advisors,Staff,,,,,,1,1,1,2,Staff,"Small, Alfie",98173055712,1,27641896135,27641896135                              `,"Small, Alfie",1,,119,,1,,,Emerald Meadows,ID,84070,Emerald Meadows,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
174,61,44606.54529,"Singh, Amanda",,,,,,,2;,1,1,1,2,Staff,"Singh, Amanda",44605404862,1,81122669327,81122669327                              `,"Singh, Amanda",1,,65,,1,,,Frostpeak,ID,83310,Frostpeak,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
175,61,45021.86738,"Hunt, Tia",Industry Advisors,Partner,,,,,,1,1,1,2,Staff,"Hunt, Tia",26435544727,1,50631224353,50631224353                              `,"Hunt, Tia",1,,122,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
176,61,45042.6847,"Shields, Lorcan",Industry Advisors,Manager,,,,,,1,1,1,2,Staff,"Shields, Lorcan",99851143936,1,46203889296,46203889296                              `,"Shields, Lorcan",1,,28,,1,,,Frostpeak,ID,83020,Frostpeak,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
178,61,45099.73234,"Knight, Finnley",,,,,,,,1,1,1,2,Staff,"Knight, Finnley",11643313809,1,79794620602,79794620602                              `,"Knight, Finnley",1,,145,,1,,,Frostpeak,ID,84750,Frostpeak,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
181,61,45288.82851,"Boyd, Annabel",Industry Advisors,Staff Member,,,,,,1,1,1,2,Staff,"Boyd, Annabel",25455307366,1,81578856783,81578856783                              `,"Boyd, Annabel",1,,152,,1,,,Mount Vista,ID,84750,Mount Vista,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
186,61,44676.61898,"Gibbons, Elsie",,,,,,,,1,1,1,2,Staff,"Gibbons, Elsie",98712136903,1,19906777764,19906777764                              `,"Gibbons, Elsie",1,,30,,1,,,Whispering Pines,ID,84070,Whispering Pines,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
192,61,45279.74767,"Leonard, Hazel",,,,,,,,1,1,1,2,Staff,"Leonard, Hazel",11843717692,1,56802601430,56802601430                              `,"Leonard, Hazel",1,,46,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
193,61,45288.78439,"Mcknight, Michael",Industry Advisors,Staff Member,,,,,,1,1,1,2,Staff,"Mcknight, Michael",76432130419,1,74055617563,74055617563                              `,"Mcknight, Michael",1,,151,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
194,61,45049.82708,"Beasley, Maison",,,,,,,,1,1,1,2,Staff,"Beasley, Maison",23619305177,1,75812224859,75812224859                              `,"Beasley, Maison",1,,137,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
196,61,45049.82796,"Mercado, Fraser",,,,,,,,1,1,1,2,Staff,"Mercado, Fraser",39374544886,1,24467914763,24467914763                              `,"Mercado, Fraser",1,,134,,1,,,Whispering Pines,ID,83310,Whispering Pines,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
197,61,44917.88233,"Murray, Zuzanna",,,,,,,,1,1,1,2,Staff,"Murray, Zuzanna",50529123629,1,14765211977,14765211977                              `,"Murray, Zuzanna",1,,100,,1,,,Emerald Meadows,ID,83310,Emerald Meadows,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
199,61,44785.63113,"Bonner, Juanita",Industry Advisors,Partner,,,,,2;,1,1,1,2,Staff,"Bonner, Juanita",62010105484,1,90840712992,90840712992                              `,"Bonner, Juanita",1,,33,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
200,61,44557.93291,"Soto, Demi-Leigh",Industry Advisors,Staff,,,,,,1,1,1,2,Staff,"Soto, Demi-Leigh",70623059273,1,25597522928,25597522928                              `,"Soto, Demi-Leigh",1,,34,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
202,61,45288.85249,"Snyder, Violet",Industry Advisors,Staff Member,,,,,,1,1,1,2,Staff,"Snyder, Violet",99894546385,1,47423733780,47423733780                              `,"Snyder, Violet",1,,153,,3,,,Pacifica Bluffs,OR,83420,Pacifica Bluffs,OR,83420,TRUE,TRUE,TRUE,FALSE,en-US,0,,
206,61,45288.75837,"Parker, Herman",,,,,,,,1,1,1,2,Staff,"Parker, Herman",77806064248,1,81135889335,81135889335                              `,"Parker, Herman",1,,149,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
208,61,45049.54473,"Robertson, Anne",,,,,,,,1,1,1,2,Staff,"Robertson, Anne",34686866487,1,39000579113,39000579113                              `,"Robertson, Anne",1,,141,,1,,,Mount Vista,ID,83310,Mount Vista,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
214,61,45049.83069,"Colon, Malachi",Industry Advisors,Staff Member,,,,,,1,1,1,2,Staff,"Colon, Malachi",43103018627,1,77052827836,77052827836                              `,"Colon, Malachi",1,,96,,1,,,Emerald Meadows,ID,83310,Emerald Meadows,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
218,61,45049.82818,"Phelps, Adele",,,,,,,,1,1,1,2,Staff,"Phelps, Adele",47963932805,1,17452711360,17452711360                              `,"Phelps, Adele",1,,63,,1,,,Riverwood,ID,83310,Riverwood,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
219,61,45021.78304,"Frost, Nikita",,,,,,,2;,1,1,1,2,Staff,"Frost, Nikita",31558713785,1,86081711709,86081711709                              `,"Frost, Nikita",1,,102,,1,,,Frostpeak,ID,83020,Frostpeak,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
220,61,44299.66222,"Ayers, Ismail",Industry Advisors,Manager,,,,,,1,1,1,2,Staff,"Ayers, Ismail",79698892280,1,90229932060,90229932060                              `,"Ayers, Ismail",1,,29,,1,,,Riverwood,ID,84750,Riverwood,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
222,61,44264.84858,"Valentine, Angel",,,,,,,,1,1,1,2,Staff,"Valentine, Angel",39684903998,1,37709870199,37709870199                              `,"Valentine, Angel",1,,24,,1,,,Mount Vista,ID,83020,Mount Vista,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
226,61,41422.96404,"Haas, Alexia",Industry Advisors,Manager,,,,,,1,1,1,2,Staff,"Haas, Alexia",52564760278,1,83443909486,83443909486                              `,"Haas, Alexia",1,,95,,1,,,Riverwood,ID,83310,Riverwood,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
227,61,41981.77994,"Potts, Homer",Industry Advisors,Staff,,,,,2;,1,1,1,2,Staff,"Potts, Homer",96225021586,1,14745414921,14745414921                              `,"Potts, Homer",1,,6,,1,,,Whispering Pines,ID,84070,Whispering Pines,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
235,61,44405.61329,"Brock, Laurie",Industry Advisors,Partner,,,,,,1,1,1,2,Staff,"Brock, Laurie",99281299135,1,88033652539,88033652539                              `,"Brock, Laurie",1,,113,,1,,,Frostpeak,ID,83020,Frostpeak,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
236,61,42696.8422,"Todd, Salma",Industry Advisors,Associate,,,,,,1,1,1,2,Staff,"Todd, Salma",88184731589,1,67630197641,67630197641                              `,"Todd, Salma",1,,4,,1,,,Riverwood,ID,83020,Riverwood,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
241,61,44918.58191,"Elliott, Alisa",Industry Advisors,Manager,,,,,,1,1,1,2,Staff,"Elliott, Alisa",46013520541,1,51913138171,51913138171                              `,"Elliott, Alisa",1,,44,,1,,,Mount Vista,ID,84750,Mount Vista,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
244,61,44967.93819,"Haines, Sam",Industry Advisors,Partner,,,,,2;,1,1,1,2,Staff,"Haines, Sam",26686415332,1,75091987131,75091987131                              `,"Haines, Sam",1,,31,,1,,,Whispering Pines,ID,84750,Whispering Pines,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
245,61,41981.77391,"Krueger, Rita",,,,,,,,1,1,1,2,Staff,"Krueger, Rita",23416489900,1,20959962835,20959962835                              `,"Krueger, Rita",1,,5,,1,,,Whispering Pines,ID,84750,Whispering Pines,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
246,61,42047.47936,"Hopkins, Lewys",,,,,,,,1,1,1,2,Staff,"Hopkins, Lewys",31986847538,1,53107638005,53107638005                              `,"Hopkins, Lewys",1,,7,,1,,,Mount Vista,ID,83020,Mount Vista,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
247,61,43468.80146,"Russell, Keenan",Industry Advisors,Manager,,,,,,1,1,1,2,Staff,"Russell, Keenan",30220346662,1,24077313959,24077313959                              `,"Russell, Keenan",1,,18,,1,,,Riverwood,ID,84070,Riverwood,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
251,61,41656.39411,"Barker, Ayrton",Industry Advisors,Partner,,,,,,1,1,1,2,Staff,"Barker, Ayrton",63478724617,1,43788091094,43788091094                              `,"Barker, Ayrton",1,,49,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
253,61,41981.76715,"Jennings, Sydney",Industry Advisors,Staff,,,,,,1,1,1,2,Staff,"Jennings, Sydney",80702647158,1,16035556258,16035556258                              `,"Jennings, Sydney",1,,53,,1,,,Emerald Meadows,ID,83310,Emerald Meadows,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
254,61,45282.5866,"Rios, Sara",,,,,,,,1,1,1,2,Staff,"Rios, Sara",91690858288,1,25279002392,25279002392                              `,"Rios, Sara",1,,103,,1,,,Frostpeak,ID,84660,Frostpeak,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
255,61,42749.05763,"Mcbride, Bonnie",,,,,,,2;,1,1,1,2,Staff,"Mcbride, Bonnie",94951819787,1,76075517957,76075517957                              `,"Mcbride, Bonnie",1,,8,,1,,,Emerald Meadows,ID,84750,Emerald Meadows,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
256,61,45049.82735,"Neal, Hamza",,,,,,,,1,1,1,2,Staff,"Neal, Hamza",39941602831,1,30655234685,30655234685                              `,"Neal, Hamza",1,,123,,1,,,Frostpeak,ID,84750,Frostpeak,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
259,61,43936.86554,"Ochoa, Kaine",Industry Advisors,Associate,,,,,,1,1,1,2,Staff,"Ochoa, Kaine",29764221931,1,30211991421,30211991421                              `,"Ochoa, Kaine",1,,23,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
266,61,44379.59442,"Gillespie, Cai",Industry Advisors,Associate,,,,,,1,1,1,2,Staff,"Gillespie, Cai",10765093965,1,48868991158,48868991158                              `,"Gillespie, Cai",1,,90,,1,,,Riverwood,ID,84660,Riverwood,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
269,61,45016.81164,"Dorsey, Freddie",,,,,,,,1,1,1,2,Staff,"Dorsey, Freddie",73806340640,1,44980333196,44980333196                              `,"Dorsey, Freddie",1,,43,,1,,,Frostpeak,ID,84750,Frostpeak,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
270,61,44635.82931,"Tanner, Cynthia",,,,,,,,1,1,1,2,Staff,"Tanner, Cynthia",42827572957,1,45489414786,45489414786                              `,"Tanner, Cynthia",1,,126,,3,,,Pacifica Bluffs,OR,83420,Pacifica Bluffs,OR,83420,TRUE,TRUE,TRUE,FALSE,en-US,0,,
280,61,42390.74255,"Roberts, Junaid",Industry Advisors,Staff Member,,,7;4;2;5;6;3;7;,,,1,1,1,2,Staff,"Roberts, Junaid",23363467171,1,18675023944,18675023944                              `,"Roberts, Junaid",1,,50,,1,,,Riverwood,ID,84750,Riverwood,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
284,61,45042.67642,"Campos, Ciara",,,,,7;4;2;5;6;3;7;,,,1,1,1,2,Staff,"Campos, Ciara",50303322078,1,33612119572,33612119572                              `,"Campos, Ciara",1,,87,,1,,,Riverwood,ID,83020,Riverwood,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
303,61,45049.82374,"Hess, Helen",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Hess, Helen",45863398120,1,46270255708,46270255708                              `,"Hess, Helen",1,,117,,1,,,Frostpeak,ID,84660,Frostpeak,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
304,61,45042.68359,"House, Tessa",Industry Advisors,Manager,,,1;4;7;5;6;3;7;,,2;,1,1,1,2,Staff,"House, Tessa",13348215120,1,47677447164,47677447164                              `,"House, Tessa",1,,105,,1,,,Riverwood,ID,84750,Riverwood,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
306,61,45049.8284,"Pham, Guy",Industry Advisors,Staff,,,1;7;6;5;6;3;7;,,,1,1,1,2,Staff,"Pham, Guy",58418285385,1,11278320621,11278320621                              `,"Pham, Guy",1,,10,,1,,,Whispering Pines,ID,84070,Whispering Pines,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
307,61,44819.60916,"Townsend, Rhonda",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Townsend, Rhonda",98988784008,1,51829591634,51829591634                              `,"Townsend, Rhonda",1,,15,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
309,61,45343.71172,"Murphy, Asia",Industry Advisors,Partner,,,4;7;1;2;3;5;6;,,,1,1,1,2,Staff,"Murphy, Asia",86317155915,1,81063871677,81063871677                              `,"Murphy, Asia",1,,92,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
311,61,45343.68031,"Nicholson, Maximilian",,,,,4;7;5;2;3;5;6;,,,1,1,1,2,Staff,"Nicholson, Maximilian",56693351805,1,32233803198,32233803198                              `,"Nicholson, Maximilian",1,,68,,1,,,Riverwood,ID,84750,Riverwood,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
312,61,45049.82588,"Craig, Angelina",Industry Advisors,Partner,,,4;7;1;5;3;5;6;,,,1,1,1,2,Staff,"Craig, Angelina",44963605735,1,88304918099,88304918099                              `,"Craig, Angelina",1,,1,,1,,,Frostpeak,ID,83020,Frostpeak,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
315,61,44819.83602,"Cook, Milo",Industry Advisors,Partner,,,4;5;1;2;3;5;6;,,,1,1,1,2,Staff,"Cook, Milo",70747388276,1,16804738056,16804738056                              `,"Cook, Milo",1,,70,,1,,,Emerald Meadows,ID,83020,Emerald Meadows,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
316,61,44819.63681,"Gentry, Isobel",Industry Advisors,Staff Member,,,4;7;1;5;3;5;6;,,,1,1,1,2,Staff,"Gentry, Isobel",77424645367,1,20778436488,20778436488                              `,"Gentry, Isobel",1,,74,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
317,61,45042.67917,"Lozano, Sinead",Industry Advisors,Staff,,,4;7;1;5;3;5;6;,,,1,1,1,2,Staff,"Lozano, Sinead",31867595986,1,17797131612,17797131612                              `,"Lozano, Sinead",1,,101,,1,,,Frostpeak,ID,84750,Frostpeak,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
318,61,45021.86657,"Lowe, Otis",,,,,4;7;1;2;3;5;6;,,,1,1,1,2,Staff,"Lowe, Otis",75210474583,1,49372980792,49372980792                              `,"Lowe, Otis",1,,94,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
322,61,43104.89771,"Clarke, Ava-Rose",Industry Advisors,Staff Member,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Clarke, Ava-Rose",83932039258,1,75634111611,75634111611                              `,"Clarke, Ava-Rose",1,,13,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
323,61,41968.74558,"Riley, Evangeline",Industry Advisors,Staff Member,,,4;1;2;3;5;6;7;,,,1,1,1,2,Staff,"Riley, Evangeline",32478832016,1,44595059227,44595059227                              `,"Riley, Evangeline",1,,52,,1,,,Emerald Meadows,ID,83310,Emerald Meadows,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
326,61,45042.67888,"Davies, Kirsty",,,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Davies, Kirsty",87334697764,1,73569884018,73569884018                              `,"Davies, Kirsty",1,,114,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
327,61,45042.68484,"Heath, Luis",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Heath, Luis",21116871325,1,17341555203,17341555203                              `,"Heath, Luis",1,,84,,1,,,Whispering Pines,ID,83020,Whispering Pines,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
328,61,42725.77436,"Nolan, Frazer",,,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Nolan, Frazer",58963174209,1,16218216320,16218216320                              `,"Nolan, Frazer",1,,11,,1,,,Emerald Meadows,ID,83020,Emerald Meadows,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
329,61,42726.68002,"Bartlett, Nicola",Industry Advisors,Partner,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Bartlett, Nicola",27802051263,1,94031948077,94031948077                              `,"Bartlett, Nicola",1,,51,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
332,61,44819.71098,"Oneill, Rahim",Industry Advisors,Manager,,,4;7;5;2;3;5;6;,,,1,1,1,2,Staff,"Oneill, Rahim",61885670113,1,27968934949,27968934949                              `,"Oneill, Rahim",1,,69,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
333,61,45042.68184,"Clark, Lucia",,,,,4;5;2;3;5;6;7;,,,1,1,1,2,Staff,"Clark, Lucia",66876606827,1,36759261658,36759261658                              `,"Clark, Lucia",1,,73,,1,,,Whispering Pines,ID,84750,Whispering Pines,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
334,61,44817.86161,"Jacobson, Bobby",Industry Advisors,Manager,,,4;7;2;5;5;6;7;,,,1,1,1,2,Staff,"Jacobson, Bobby",98609172700,1,28198986957,28198986957                              `,"Jacobson, Bobby",1,,72,,1,,,Whispering Pines,ID,83310,Whispering Pines,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
340,61,45042.6831,"Lamb, Damian",Industry Advisors,Partner,,,4;1;2;5;5;6;7;,,,1,1,1,2,Staff,"Lamb, Damian",77749443623,1,11440048087,11440048087                              `,"Lamb, Damian",1,,2,,3,,,Pacifica Bluffs,OR,83420,Pacifica Bluffs,OR,83420,TRUE,TRUE,TRUE,FALSE,en-US,0,,
343,61,45049.82891,"Mcgrath, Tamsin",Industry Advisors,Associate,,,4;1;2;5;5;6;7;,,,1,1,1,2,Staff,"Mcgrath, Tamsin",76061413982,1,77402774152,77402774152                              `,"Mcgrath, Tamsin",1,,93,,1,,,Mount Vista,ID,83310,Mount Vista,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
346,61,45042.67414,"Dillon, Hugh",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Dillon, Hugh",27467590827,1,27087062340,27087062340                              `,"Dillon, Hugh",1,,83,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
350,61,42083.5906,"Savage, Ieuan",,,,,4;7;1;2;3;5;6;,,2;,1,1,1,2,Staff,"Savage, Ieuan",30547031970,1,23282262694,23282262694                              `,"Savage, Ieuan",1,,47,,1,,,Whispering Pines,ID,84070,Whispering Pines,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
351,61,41968.7455,"Espinoza, Lottie",,,,,4;7;1;2;3;5;6;,,,1,1,1,2,Staff,"Espinoza, Lottie",37095638350,1,17580469961,17580469961                              `,"Espinoza, Lottie",1,,48,,1,,,Emerald Meadows,ID,84750,Emerald Meadows,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
353,61,45021.78339,"Moss, Haleema",,,,,4;5;1;2;3;5;6;,,,1,1,1,2,Staff,"Moss, Haleema",55400492517,1,79231098942,79231098942                              `,"Moss, Haleema",1,,61,,1,,,Emerald Meadows,ID,84750,Emerald Meadows,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
355,61,45343.69279,"Beasley, Anya",Industry Advisors,Staff Member,,,4;5;2;3;5;6;7;,,,1,1,1,2,Staff,"Beasley, Anya",90826356681,1,57249251722,57249251722                              `,"Beasley, Anya",1,,71,,1,,,Mount Vista,ID,84070,Mount Vista,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
356,61,45343.70686,"Mccoy, Ridwan",Industry Advisors,Staff Member,,,4;7;1;2;3;5;6;,,,1,1,1,2,Staff,"Mccoy, Ridwan",65915233406,1,36658643460,36658643460                              `,"Mccoy, Ridwan",1,,75,,1,,,Emerald Meadows,ID,83310,Emerald Meadows,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
357,61,45282.58473,"Hardin, Olly",Industry Advisors,Staff,,,4;7;5;2;3;5;6;,,,1,1,1,2,Staff,"Hardin, Olly",99066896476,1,31144097527,31144097527                              `,"Hardin, Olly",1,,79,,1,,,Mount Vista,ID,84750,Mount Vista,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
360,61,45042.68344,"Luna, Maximus",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Luna, Maximus",67375574637,1,73829347707,73829347707                              `,"Luna, Maximus",1,,85,,1,,,Riverwood,ID,84070,Riverwood,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
362,61,41968.75007,"Richards, Cruz",Industry Advisors,Manager,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Richards, Cruz",45341421213,1,31919767694,31919767694                              `,"Richards, Cruz",1,,62,,1,,,Mount Vista,ID,83020,Mount Vista,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
365,61,42548.91282,"Levy, Leroy",Industry Advisors,Partner,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Levy, Leroy",23210103270,1,14585826675,14585826675                              `,"Levy, Leroy",1,,58,,1,,,Whispering Pines,ID,84070,Whispering Pines,ID,84070,TRUE,TRUE,TRUE,FALSE,en-US,0,,
366,61,45042.67829,"Henderson, Zainab",Industry Advisors,Partner,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Henderson, Zainab",59194481852,1,34646515106,34646515106                              `,"Henderson, Zainab",1,,82,,1,,,Whispering Pines,ID,83020,Whispering Pines,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
367,61,42725.81574,"Warren, Mckenzie",,,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Warren, Mckenzie",80078031002,1,75616293526,75616293526                              `,"Warren, Mckenzie",1,,12,,1,,,Mount Vista,ID,83310,Mount Vista,ID,83310,TRUE,TRUE,TRUE,FALSE,en-US,0,,
368,61,45049.83017,"Jarvis, Hafsah",Industry Advisors,Staff,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Jarvis, Hafsah",18500938927,1,45455682174,45455682174                              `,"Jarvis, Hafsah",1,,106,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
369,61,45042.68269,"Buchanan, Diane",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Buchanan, Diane",33004047942,1,94307132721,94307132721                              `,"Buchanan, Diane",1,,78,,2,,,Crystal Lake,WA,83190,Crystal Lake,WA,83190,TRUE,TRUE,TRUE,FALSE,en-US,0,,
371,61,45042.67396,"Hartley, Jakub",Industry Advisors,Associate,,,1;5;7;4;6;3;7;,,,1,1,1,2,Staff,"Hartley, Jakub",75542530670,1,71319617472,71319617472                              `,"Hartley, Jakub",1,,81,,1,,,Whispering Pines,ID,83020,Whispering Pines,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
372,61,42621.62275,"Fitzpatrick, Jonas",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Fitzpatrick, Jonas",78573479760,1,43048457197,43048457197                              `,"Fitzpatrick, Jonas",1,,9,,1,,,Riverwood,ID,83020,Riverwood,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
374,61,42725.77913,"Moran, Eric",,,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Moran, Eric",48031401400,1,99113841800,99113841800                              `,"Moran, Eric",1,,59,,1,,,Mount Vista,ID,84660,Mount Vista,ID,84660,TRUE,TRUE,TRUE,FALSE,en-US,0,,
375,61,45021.78362,"Mclean, Haydn",,,,,1;4;7;5;6;3;7;,,,1,1,1,2,Staff,"Mclean, Haydn",60869861962,1,93231593597,93231593597                              `,"Mclean, Haydn",1,,107,,1,,,Mount Vista,ID,84750,Mount Vista,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
376,61,44817.8622,"Hudson, Alec",,,,,7;4;2;5;6;3;7;,,,1,1,1,2,Staff,"Hudson, Alec",72216052273,1,27521115679,27521115679                              `,"Hudson, Alec",1,,111,,1,,,Emerald Meadows,ID,84750,Emerald Meadows,ID,84750,TRUE,TRUE,TRUE,FALSE,en-US,0,,
378,61,44819.74681,"Moon, Nikolas",,,,,1;7;2;5;6;3;7;,,,1,1,1,2,Staff,"Moon, Nikolas",76114634981,1,33774514780,33774514780                              `,"Moon, Nikolas",1,,108,,1,,,Emerald Meadows,ID,83020,Emerald Meadows,ID,83020,TRUE,TRUE,TRUE,FALSE,en-US,0,,
